Category,Numerical,Description,Salary,Rating,Boolean
Category B,412,Consectetur adipiscing elit,74123,5,True 
Category A,154,Ut labore et dolore magna aliqua,79101,5,True 
Category C,56,Lorem ipsum dolor sit amet,30264,5,True 
Category A,995,Lorem ipsum dolor sit amet,32835,5,True 
Category A,622,Sed do eiusmod tempor incididunt,100482,5,True 
Category A,98,Ut labore et dolore magna aliqua,109305,5,True 
Category B,101,Lorem ipsum dolor sit amet,55264,5,True 
Category A,349,Lorem ipsum dolor sit amet,105761,5,True 
Category B,475,Ut labore et dolore magna aliqua,37072,5,True 
Category C,284,Consectetur adipiscing elit,33765,5,True 
Category B,989,Consectetur adipiscing elit,119282,5,True 
Category B,899,Consectetur adipiscing elit,56674,5,True 
Category A,199,Lorem ipsum dolor sit amet,60349,5,True 
Category B,761,Lorem ipsum dolor sit amet,52594,5,True 
Category A,326,Sed do eiusmod tempor incididunt,31958,5,True 
Category A,330,Sed do eiusmod tempor incididunt,111905,5,True 
Category C,217,Ut labore et dolore magna aliqua,61054,5,True 
Category A,770,Sed do eiusmod tempor incididunt,108032,5,True 
Category A,54,Lorem ipsum dolor sit amet,99018,5,True 
Category C,966,Lorem ipsum dolor sit amet,74928,5,True 
Category A,776,Sed do eiusmod tempor incididunt,48164,5,True 
Category C,72,Sed do eiusmod tempor incididunt,87069,5,True 
Category B,555,Sed do eiusmod tempor incididunt,51039,5,True 
Category C,817,Lorem ipsum dolor sit amet,59449,5,True 
Category B,557,Sed do eiusmod tempor incididunt,85093,5,True 
Category B,14,Sed do eiusmod tempor incididunt,83769,5,True 
Category C,801,Lorem ipsum dolor sit amet,81061,5,True 
Category A,448,Lorem ipsum dolor sit amet,118255,5,True 
Category B,538,Lorem ipsum dolor sit amet,30960,5,True 
Category A,873,Consectetur adipiscing elit,102318,5,True 
Category C,852,Consectetur adipiscing elit,96192,5,True 
Category C,850,Sed do eiusmod tempor incididunt,97980,5,True 
Category C,576,Ut labore et dolore magna aliqua,38534,5,True 
Category C,626,Lorem ipsum dolor sit amet,46093,5,True 
Category A,331,Consectetur adipiscing elit,46366,5,True 
Category A,256,Lorem ipsum dolor sit amet,36876,5,True 
Category C,704,Lorem ipsum dolor sit amet,90384,5,True 
Category B,442,Ut labore et dolore magna aliqua,56936,5,True 
Category C,204,Lorem ipsum dolor sit amet,32968,5,True 
Category B,756,Consectetur adipiscing elit,67623,5,True 
Category C,674,Consectetur adipiscing elit,48548,5,True 
Category B,808,Ut labore et dolore magna aliqua,55650,5,True 
Category B,335,Consectetur adipiscing elit,74598,5,True 
Category A,550,Consectetur adipiscing elit,50915,5,True 
Category B,624,Consectetur adipiscing elit,60287,5,True 
Category A,757,Sed do eiusmod tempor incididunt,84087,5,True 
Category C,183,Lorem ipsum dolor sit amet,99102,5,True 
Category B,740,Lorem ipsum dolor sit amet,109295,5,True 
Category B,198,Lorem ipsum dolor sit amet,30614,5,True 
Category A,248,Lorem ipsum dolor sit amet,110503,5,True 
Category A,812,Consectetur adipiscing elit,71471,5,True 
Category C,429,Consectetur adipiscing elit,73815,5,True 
Category B,790,Consectetur adipiscing elit,85262,5,True 
Category B,366,Ut labore et dolore magna aliqua,59147,5,True 
Category C,275,Lorem ipsum dolor sit amet,60464,5,True 
Category A,703,Ut labore et dolore magna aliqua,68116,5,True 
Category A,31,Consectetur adipiscing elit,104532,5,True 
Category A,583,Consectetur adipiscing elit,36732,5,True 
Category C,834,Ut labore et dolore magna aliqua,39727,5,True 
Category B,546,Lorem ipsum dolor sit amet,71784,5,True 
Category B,862,Lorem ipsum dolor sit amet,33893,5,True 
Category A,321,Sed do eiusmod tempor incididunt,49281,5,True 
Category A,820,Ut labore et dolore magna aliqua,85178,5,True 
Category A,619,Consectetur adipiscing elit,79285,5,True 
Category B,251,Consectetur adipiscing elit,34313,5,True 
Category C,418,Ut labore et dolore magna aliqua,72646,5,True 
Category B,336,Sed do eiusmod tempor incididunt,99067,5,True 
Category A,222,Consectetur adipiscing elit,77651,5,True 
Category C,724,Consectetur adipiscing elit,33789,5,True 
Category C,564,Lorem ipsum dolor sit amet,90666,5,True 
Category B,424,Ut labore et dolore magna aliqua,38484,5,True 
Category C,115,Lorem ipsum dolor sit amet,67908,5,True 
Category B,953,Lorem ipsum dolor sit amet,108952,5,True 
Category B,197,Lorem ipsum dolor sit amet,68689,5,True 
Category A,611,Ut labore et dolore magna aliqua,33656,5,True 
Category C,393,Lorem ipsum dolor sit amet,34817,5,True 
Category C,585,Consectetur adipiscing elit,110059,5,True 
Category B,545,Ut labore et dolore magna aliqua,88500,5,True 
Category A,59,Lorem ipsum dolor sit amet,105525,5,True 
Category A,926,Ut labore et dolore magna aliqua,62117,5,True 
Category B,300,Sed do eiusmod tempor incididunt,100790,5,True 
Category B,66,Sed do eiusmod tempor incididunt,80737,5,True 
Category A,208,Consectetur adipiscing elit,117946,5,True 
Category B,671,Lorem ipsum dolor sit amet,56913,5,True 
Category B,683,Sed do eiusmod tempor incididunt,83541,5,True 
Category C,263,Ut labore et dolore magna aliqua,66296,5,True 
Category C,917,Lorem ipsum dolor sit amet,101722,5,True 
Category C,298,Sed do eiusmod tempor incididunt,36779,5,True 
Category B,691,Sed do eiusmod tempor incididunt,61559,5,True 
Category A,292,Ut labore et dolore magna aliqua,87502,5,True 
Category C,200,Ut labore et dolore magna aliqua,36366,5,True 
Category C,402,Sed do eiusmod tempor incididunt,100224,5,True 
Category C,280,Sed do eiusmod tempor incididunt,54111,5,True 
Category A,907,Consectetur adipiscing elit,39972,5,True 
Category A,602,Lorem ipsum dolor sit amet,49673,5,True 
Category A,966,Sed do eiusmod tempor incididunt,73447,5,True 
Category C,910,Sed do eiusmod tempor incididunt,102121,5,True 
Category A,387,Lorem ipsum dolor sit amet,82190,5,True 
Category B,529,Ut labore et dolore magna aliqua,84578,5,True 
Category A,730,Lorem ipsum dolor sit amet,70205,5,True 
Category C,319,Ut labore et dolore magna aliqua,87827,5,True 
Category C,371,Lorem ipsum dolor sit amet,71230,5,True 
Category B,342,Sed do eiusmod tempor incididunt,73601,5,True 
Category B,606,Sed do eiusmod tempor incididunt,67827,5,True 
Category A,316,Consectetur adipiscing elit,54356,5,True 
Category C,762,Ut labore et dolore magna aliqua,37619,5,True 
Category B,998,Consectetur adipiscing elit,69851,5,True 
Category B,77,Ut labore et dolore magna aliqua,64885,5,True 
Category A,261,Sed do eiusmod tempor incididunt,60834,5,True 
Category B,958,Ut labore et dolore magna aliqua,98794,5,True 
Category B,562,Ut labore et dolore magna aliqua,83930,5,True 
Category C,106,Sed do eiusmod tempor incididunt,104080,5,True 
Category A,352,Ut labore et dolore magna aliqua,37978,5,True 
Category B,399,Consectetur adipiscing elit,43833,5,True 
Category B,204,Ut labore et dolore magna aliqua,33566,5,True 
Category C,40,Consectetur adipiscing elit,43089,5,True 
Category C,315,Lorem ipsum dolor sit amet,84328,5,True 
Category B,32,Sed do eiusmod tempor incididunt,40473,5,True 
Category C,483,Sed do eiusmod tempor incididunt,66268,5,True 
Category B,185,Lorem ipsum dolor sit amet,65887,5,True 
Category A,254,Consectetur adipiscing elit,48008,5,True 
Category A,222,Ut labore et dolore magna aliqua,54229,5,True 
Category C,642,Lorem ipsum dolor sit amet,44978,5,True 
Category B,659,Consectetur adipiscing elit,91836,5,True 
Category A,71,Lorem ipsum dolor sit amet,31988,5,True 
Category B,502,Sed do eiusmod tempor incididunt,42531,5,True 
Category C,849,Lorem ipsum dolor sit amet,90416,5,True 
Category A,193,Sed do eiusmod tempor incididunt,63770,5,True 
Category A,672,Consectetur adipiscing elit,63727,5,True 
Category A,972,Consectetur adipiscing elit,73620,5,True 
Category C,723,Consectetur adipiscing elit,74792,5,True 
Category C,814,Sed do eiusmod tempor incididunt,36443,5,True 
Category B,207,Sed do eiusmod tempor incididunt,54542,5,True 
Category A,273,Ut labore et dolore magna aliqua,88739,5,True 
Category A,314,Consectetur adipiscing elit,36556,5,True 
Category B,594,Lorem ipsum dolor sit amet,42162,5,True 
Category B,690,Consectetur adipiscing elit,71894,5,True 
Category C,84,Consectetur adipiscing elit,55014,5,True 
Category B,998,Sed do eiusmod tempor incididunt,30756,5,True 
Category B,820,Consectetur adipiscing elit,80830,5,True 
Category B,125,Ut labore et dolore magna aliqua,44553,5,True 
Category C,967,Consectetur adipiscing elit,78956,5,True 
Category A,827,Consectetur adipiscing elit,47758,5,True 
Category B,945,Ut labore et dolore magna aliqua,58875,5,True 
Category C,603,Consectetur adipiscing elit,100758,5,True 
Category A,565,Ut labore et dolore magna aliqua,99859,5,True 
Category B,888,Consectetur adipiscing elit,43066,5,True 
Category B,242,Consectetur adipiscing elit,87033,5,True 
Category B,347,Sed do eiusmod tempor incididunt,66492,5,True 
Category B,121,Lorem ipsum dolor sit amet,42627,5,True 
Category B,524,Consectetur adipiscing elit,41530,5,True 
Category A,190,Lorem ipsum dolor sit amet,44015,5,True 
Category C,52,Consectetur adipiscing elit,53462,5,True 
Category A,932,Lorem ipsum dolor sit amet,109716,5,True 
Category C,951,Consectetur adipiscing elit,43102,5,True 
Category B,910,Lorem ipsum dolor sit amet,76215,5,True 
Category A,211,Lorem ipsum dolor sit amet,43705,5,True 
Category C,437,Consectetur adipiscing elit,43772,5,True 
Category B,866,Consectetur adipiscing elit,112652,5,True 
Category A,555,Lorem ipsum dolor sit amet,93554,5,True 
Category B,642,Consectetur adipiscing elit,83845,5,True 
Category A,946,Ut labore et dolore magna aliqua,119947,5,True 
Category A,985,Ut labore et dolore magna aliqua,37136,5,True 
Category C,83,Sed do eiusmod tempor incididunt,59614,5,True 
Category B,727,Lorem ipsum dolor sit amet,118651,5,True 
Category A,658,Sed do eiusmod tempor incididunt,47709,5,True 
Category C,829,Consectetur adipiscing elit,63493,5,True 
Category A,183,Lorem ipsum dolor sit amet,30925,5,True 
Category A,170,Sed do eiusmod tempor incididunt,54780,5,True 
Category A,835,Consectetur adipiscing elit,38565,5,True 
Category C,823,Consectetur adipiscing elit,76523,5,True 
Category C,578,Sed do eiusmod tempor incididunt,91662,5,True 
Category C,847,Ut labore et dolore magna aliqua,47212,5,True 
Category C,525,Sed do eiusmod tempor incididunt,81412,5,True 
Category C,936,Ut labore et dolore magna aliqua,108124,5,True 
Category B,681,Consectetur adipiscing elit,64409,5,True 
Category C,70,Consectetur adipiscing elit,83611,5,True 
Category A,67,Consectetur adipiscing elit,85148,5,True 
Category C,719,Ut labore et dolore magna aliqua,88879,5,True 
Category B,544,Sed do eiusmod tempor incididunt,115967,5,True 
Category C,89,Sed do eiusmod tempor incididunt,35137,5,True 
Category A,189,Lorem ipsum dolor sit amet,92498,5,True 
Category B,57,Ut labore et dolore magna aliqua,116252,5,True 
Category C,755,Lorem ipsum dolor sit amet,89142,5,True 
Category B,44,Lorem ipsum dolor sit amet,62467,5,True 
Category A,5,Sed do eiusmod tempor incididunt,70558,5,True 
Category C,833,Sed do eiusmod tempor incididunt,56358,5,True 
Category C,654,Sed do eiusmod tempor incididunt,99741,5,True 
Category A,592,Sed do eiusmod tempor incididunt,111497,5,True 
Category B,487,Ut labore et dolore magna aliqua,59245,5,True 
Category B,979,Consectetur adipiscing elit,82058,5,True 
Category B,720,Lorem ipsum dolor sit amet,79830,5,True 
Category A,323,Consectetur adipiscing elit,40361,5,True 
Category A,69,Consectetur adipiscing elit,106051,5,True 
Category A,272,Consectetur adipiscing elit,75669,5,True 
Category A,417,Ut labore et dolore magna aliqua,47833,5,True 
Category B,590,Lorem ipsum dolor sit amet,100530,5,True 
Category A,379,Consectetur adipiscing elit,31129,5,True 
Category B,679,Consectetur adipiscing elit,111953,5,True 
Category C,399,Sed do eiusmod tempor incididunt,43850,5,True 
Category A,130,Sed do eiusmod tempor incididunt,30230,5,True 
Category A,882,Sed do eiusmod tempor incididunt,87093,5,True 
Category A,579,Lorem ipsum dolor sit amet,31347,5,True 
Category C,780,Ut labore et dolore magna aliqua,47989,5,True 
Category B,684,Consectetur adipiscing elit,97859,5,True 
Category C,231,Lorem ipsum dolor sit amet,40748,5,True 
Category B,41,Ut labore et dolore magna aliqua,115730,5,True 
Category B,954,Ut labore et dolore magna aliqua,33546,5,True 
Category B,699,Lorem ipsum dolor sit amet,66763,5,True 
Category B,188,Sed do eiusmod tempor incididunt,88214,5,True 
Category B,584,Sed do eiusmod tempor incididunt,69772,5,True 
Category B,181,Ut labore et dolore magna aliqua,42294,5,True 
Category B,370,Consectetur adipiscing elit,41645,5,True 
Category A,326,Consectetur adipiscing elit,36513,5,True 
Category A,37,Consectetur adipiscing elit,92516,5,True 
Category B,712,Ut labore et dolore magna aliqua,37740,5,True 
Category A,186,Lorem ipsum dolor sit amet,81205,5,True 
Category B,907,Lorem ipsum dolor sit amet,86924,5,True 
Category B,33,Lorem ipsum dolor sit amet,97932,5,True 
Category A,379,Lorem ipsum dolor sit amet,55455,5,True 
Category B,72,Consectetur adipiscing elit,58496,5,True 
Category A,158,Ut labore et dolore magna aliqua,74554,5,True 
Category B,366,Consectetur adipiscing elit,43347,5,True 
Category C,714,Lorem ipsum dolor sit amet,112916,5,True 
Category B,247,Lorem ipsum dolor sit amet,77827,5,True 
Category A,587,Consectetur adipiscing elit,71629,5,True 
Category C,92,Lorem ipsum dolor sit amet,59334,5,True 
Category C,564,Sed do eiusmod tempor incididunt,55981,5,True 
Category C,120,Consectetur adipiscing elit,89156,5,True 
Category B,195,Ut labore et dolore magna aliqua,114620,5,True 
Category A,465,Sed do eiusmod tempor incididunt,38877,5,True 
Category B,826,Lorem ipsum dolor sit amet,42428,5,True 
Category C,783,Sed do eiusmod tempor incididunt,52093,5,True 
Category A,408,Sed do eiusmod tempor incididunt,49716,5,True 
Category A,227,Sed do eiusmod tempor incididunt,91310,5,True 
Category C,552,Lorem ipsum dolor sit amet,78203,5,True 
Category C,964,Sed do eiusmod tempor incididunt,65888,5,True 
Category A,985,Ut labore et dolore magna aliqua,90119,5,True 
Category A,197,Ut labore et dolore magna aliqua,75258,5,True 
Category B,450,Sed do eiusmod tempor incididunt,60161,5,True 
Category A,747,Consectetur adipiscing elit,68119,5,True 
Category B,62,Lorem ipsum dolor sit amet,61291,5,True 
Category A,119,Sed do eiusmod tempor incididunt,114291,5,True 
Category B,544,Consectetur adipiscing elit,70815,5,True 
Category C,960,Ut labore et dolore magna aliqua,94879,5,True 
Category C,220,Ut labore et dolore magna aliqua,81428,5,True 
Category A,61,Lorem ipsum dolor sit amet,32790,5,True 
Category C,248,Consectetur adipiscing elit,48176,5,True 
Category C,308,Sed do eiusmod tempor incididunt,69846,5,True 
Category C,609,Consectetur adipiscing elit,52366,5,True 
Category C,92,Sed do eiusmod tempor incididunt,37050,5,True 
Category B,448,Consectetur adipiscing elit,51498,5,True 
Category C,451,Ut labore et dolore magna aliqua,50838,5,True 
Category C,26,Consectetur adipiscing elit,53681,5,True 
Category C,912,Ut labore et dolore magna aliqua,89137,5,True 
Category C,455,Consectetur adipiscing elit,71697,5,True 
Category C,756,Lorem ipsum dolor sit amet,48103,5,True 
Category B,748,Ut labore et dolore magna aliqua,63375,5,True 
Category B,363,Consectetur adipiscing elit,47181,5,True 
Category B,737,Ut labore et dolore magna aliqua,49173,5,True 
Category B,535,Sed do eiusmod tempor incididunt,55378,5,True 
Category C,114,Ut labore et dolore magna aliqua,59022,5,True 
Category A,510,Lorem ipsum dolor sit amet,47291,5,True 
Category A,848,Ut labore et dolore magna aliqua,103155,5,True 
Category A,598,Ut labore et dolore magna aliqua,86330,5,True 
Category A,987,Consectetur adipiscing elit,119488,5,True 
Category A,802,Lorem ipsum dolor sit amet,119593,5,True 
Category B,963,Sed do eiusmod tempor incididunt,35453,5,True 
Category C,270,Consectetur adipiscing elit,55499,5,True 
Category A,455,Ut labore et dolore magna aliqua,99643,5,True 
Category A,383,Lorem ipsum dolor sit amet,64052,5,True 
Category B,425,Lorem ipsum dolor sit amet,57554,5,True 
Category A,87,Ut labore et dolore magna aliqua,57693,5,True 
Category B,326,Consectetur adipiscing elit,70528,5,True 
Category C,610,Lorem ipsum dolor sit amet,35584,5,True 
Category C,775,Ut labore et dolore magna aliqua,98433,5,True 
Category B,622,Lorem ipsum dolor sit amet,74612,5,True 
Category C,576,Consectetur adipiscing elit,97810,5,True 
Category C,349,Ut labore et dolore magna aliqua,55559,5,True 
Category A,220,Consectetur adipiscing elit,97546,5,True 
Category C,703,Consectetur adipiscing elit,50135,5,True 
Category A,226,Lorem ipsum dolor sit amet,54454,5,True 
Category A,106,Ut labore et dolore magna aliqua,73563,5,True 
Category B,81,Ut labore et dolore magna aliqua,85492,5,True 
Category C,128,Lorem ipsum dolor sit amet,34133,5,True 
Category B,446,Lorem ipsum dolor sit amet,51571,5,True 
Category C,96,Sed do eiusmod tempor incididunt,59534,5,True 
